order_number,product_key,customer_id,order_date,ship_date,due_date,sales_amount,sales_quantity,sales_price
SO48612,BK-M68S-38,13520,2012-06-17,2012-06-24,2012-06-29,2071,1,2071
SO48726,BK-R64Y-40,24915,2012-06-29,2012-07-06,2012-07-11,1000,1,1000
SO48852,BK-R50R-62,15503,2012-07-07,2012-07-14,2012-07-19,783,1,783
SO49035,BK-R89B-48,23343,2012-07-30,2012-08-06,2012-08-11,2182,1,2182
SO49654,BK-M68B-38,14224,2012-09-08,2012-09-15,2012-09-20,2049,1,2049
SO49697,BK-M68B-38,14238,2012-09-13,2012-09-20,2012-09-25,2049,1,2049
SO50370,BK-R89B-52,17941,2012-10-31,2012-11-07,2012-11-12,2182,1,2182
SO50373,BK-M68B-38,27260,2012-11-01,2012-11-08,2012-11-13,2049,1,2049
SO51058,BK-R64Y-42,14472,2012-12-25,2013-01-01,2013-01-06,1000,1,1000
SO51192,BK-M68B-46,11241,2012-12-29,2013-01-05,2013-01-10,2295,1,2295
SO51213,BK-T79U-60,28202,2012-12-30,2013-01-06,2013-01-11,2384,1,2384
SO51365,HY-1023-70,11156,2013-01-08,2013-01-15,2013-01-20,55,1,55
SO51445,GL-H102-S,11088,2013-01-13,2013-01-20,2013-01-25,24,1,24
SO51465,BK-R79Y-42,16794,2013-01-15,2013-01-22,2013-01-27,1701,1,1701
SO51477,BK-T44U-60,12264,2013-01-15,2013-01-22,2013-01-27,1215,1,1215
SO51985,TI-T723,27066,2013-01-30,2013-02-06,2013-02-11,29,1,29
SO52019,BC-R205,23411,2013-01-31,2013-02-07,2013-02-12,9,1,9
SO52068,TT-M928,13635,2013-02-01,2013-02-08,2013-02-13,5,1,5
SO52147,FE-6654,11302,2013-02-02,2013-02-09,2013-02-14,22,1,22
SO52463,TI-R628,23225,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52469,CA-1098,11406,2013-02-09,2013-02-16,2013-02-21,9,1,9
SO52491,HL-U509-R,13095,2013-02-09,2013-02-16,2013-02-21,35,1,35
SO52614,BK-R19B-52,21033,2013-02-11,2013-02-18,2013-02-23,540,1,540
SO52754,TT-R982,18635,2013-02-14,2013-02-21,2013-02-26,4,1,4
SO52761,FE-6654,11979,2013-02-14,2013-02-21,2013-02-26,22,1,22
SO52860,TI-M602,23130,2013-02-16,2013-02-23,2013-02-28,30,1,30
SO52942,TT-M928,16039,2013-02-18,2013-02-25,2013-03-02,5,1,5
SO53031,HL-U509-B,21159,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53251,PK-7098,28175,2013-02-24,2013-03-03,2013-03-08,2,1,2
SO53299,TT-R982,11087,2013-02-25,2013-03-04,2013-03-09,4,1,4
SO53303,TI-M602,23580,2013-02-25,2013-03-04,2013-03-09,30,1,30
SO53694,SJ-0194-L,11551,2013-03-01,2013-03-08,2013-03-13,54,1,54
SO53718,BK-R64Y-40,19683,2013-03-01,2013-03-08,2013-03-13,1120,1,1120
SO53758,BK-M38S-46,13915,2013-03-02,2013-03-09,2013-03-14,769,1,769
SO53769,TI-M823,11917,2013-03-02,2013-03-09,2013-03-14,35,1,35
SO53793,SJ-0194-M,19774,2013-03-03,2013-03-10,2013-03-15,54,1,54
SO53869,HL-U509-R,21942,2013-03-04,2013-03-11,2013-03-16,35,1,35
SO53889,BC-M005,20732,2013-03-05,2013-03-12,2013-03-17,10,1,10
SO53904,TI-R092,11408,2013-03-05,2013-03-12,2013-03-17,21,1,21
SO53941,CA-1098,19758,2013-03-06,2013-03-13,2013-03-18,9,1,9
SO54076,TT-T092,28374,2013-03-08,2013-03-15,2013-03-20,5,1,5
SO54100,HL-U509-B,11401,2013-03-08,2013-03-15,2013-03-20,35,1,35
SO54165,GL-H102-M,19462,2013-03-10,2013-03-17,2013-03-22,24,1,24
SO54186,HL-U509-B,24887,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO54194,TT-R982,17908,2013-03-11,2013-03-18,2013-03-23,4,1,4
SO54200,WB-H098,11059,2013-03-11,2013-03-18,2013-03-23,5,1,5
SO54238,BK-R89B-44,18740,2013-03-11,2013-03-18,2013-03-23,2443,1,2443
SO54247,BK-R64Y-42,19421,2013-03-11,2013-03-18,2013-03-23,1120,1,1120
SO54248,BK-R64Y-40,23751,2013-03-11,2013-03-18,2013-03-23,1120,1,1120
SO44001,BK-R93R-52,28044,2011-02-16,2011-02-23,2011-02-28,3578,1,3578
SO44168,BK-R93R-52,12211,2011-03-07,2011-03-14,2011-03-19,3578,1,3578
SO44381,BK-R93R-52,14191,2011-04-11,2011-04-18,2011-04-23,3578,1,3578
SO44407,BK-M82B-48,11077,2011-04-15,2011-04-22,2011-04-27,3375,1,3375
SO44643,BK-R93R-56,12280,2011-05-13,2011-05-20,2011-05-25,3578,1,3578
SO44815,BK-M82B-48,11444,2011-06-01,2011-06-08,2011-06-13,3375,1,3375
SO44997,BK-R93R-62,28870,2011-06-25,2011-07-02,2011-07-07,3578,1,3578
SO45364,BK-R93R-44,14161,2011-08-04,2011-08-11,2011-08-16,3578,1,3578
SO46165,BK-R93R-62,12141,2011-11-05,2011-11-12,2011-11-17,3578,1,3578
SO46218,BK-R93R-52,12820,2011-11-13,2011-11-20,2011-11-25,3578,1,3578
SO47734,BK-R50B-58,15333,2012-03-30,2012-04-06,2012-04-11,783,1,783
SO47741,BK-R50B-62,15343,2012-03-31,2012-04-07,2012-04-12,783,1,783
SO47761,BK-R50R-62,20548,2012-04-03,2012-04-10,2012-04-15,783,1,783
SO47918,BK-M68B-46,13006,2012-04-23,2012-04-30,2012-05-05,2049,1,2049
SO47935,BK-R89B-48,22194,2012-04-26,2012-05-03,2012-05-08,2182,1,2182
SO48130,BK-R89R-44,16829,2012-05-07,2012-05-14,2012-05-19,2443,1,2443
SO48452,BK-R89R-44,14998,2012-06-04,2012-06-11,2012-06-16,2443,1,2443
SO48630,BK-M68B-38,26623,2012-06-20,2012-06-27,2012-07-02,2049,1,2049
SO48709,BK-R64Y-38,14268,2012-06-27,2012-07-04,2012-07-09,1000,1,1000
SO48897,BK-R89B-52,16540,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO49717,BK-R89R-44,16204,2012-09-15,2012-09-22,2012-09-27,2443,1,2443
SO50029,BK-M68S-46,27195,2012-10-11,2012-10-18,2012-10-23,2071,1,2071
SO50047,BK-R89B-48,16408,2012-10-13,2012-10-20,2012-10-25,2182,1,2182
SO50162,BK-R50R-58,26918,2012-10-24,2012-10-31,2012-11-05,783,1,783
SO50413,BK-M68S-42,27273,2012-11-04,2012-11-11,2012-11-16,2071,1,2071
SO50501,BK-R89B-52,18625,2012-11-13,2012-11-20,2012-11-25,2182,1,2182
SO50615,BK-R89B-44,24304,2012-11-24,2012-12-01,2012-12-06,2182,1,2182
SO51031,BK-M68B-42,13562,2012-12-23,2012-12-30,2013-01-04,2049,1,2049
SO51051,BK-M68S-46,27568,2012-12-25,2013-01-01,2013-01-06,2071,1,2071
SO51242,VE-C304-S,19225,2012-12-31,2013-01-07,2013-01-12,64,1,64
SO51369,BC-R205,24434,2013-01-08,2013-01-15,2013-01-20,9,1,9
SO51404,WB-H098,21469,2013-01-10,2013-01-17,2013-01-22,5,1,5
SO51427,BK-M68B-42,11243,2013-01-12,2013-01-19,2013-01-24,2295,1,2295
SO51988,WB-H098,13491,2013-01-30,2013-02-06,2013-02-11,5,1,5
SO52021,LJ-0192-S,12806,2013-01-31,2013-02-07,2013-02-12,50,1,50
SO52065,BK-R64Y-38,23311,2013-02-01,2013-02-08,2013-02-13,1120,1,1120
SO52073,LJ-0192-S,12247,2013-02-01,2013-02-08,2013-02-13,50,1,50
SO52259,GL-H102-L,17701,2013-02-04,2013-02-11,2013-02-16,24,1,24
SO52357,ST-1401,20944,2013-02-06,2013-02-13,2013-02-18,159,1,159
SO52584,SO-R809-M,25820,2013-02-11,2013-02-18,2013-02-23,9,1,9
SO52748,CL-9009,17211,2013-02-14,2013-02-21,2013-02-26,8,1,8
SO52759,BK-M68S-46,11217,2013-02-14,2013-02-21,2013-02-26,2320,1,2320
SO52775,CA-1098,29411,2013-02-14,2013-02-21,2013-02-26,9,1,9
SO52856,TT-M928,12895,2013-02-16,2013-02-23,2013-02-28,5,1,5
SO52892,BK-R79Y-42,16942,2013-02-17,2013-02-24,2013-03-01,1701,1,1701
SO52954,BK-R89B-44,14081,2013-02-18,2013-02-25,2013-03-02,2443,1,2443
SO52996,HL-U509-R,12793,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO53158,CL-9009,14973,2013-02-22,2013-03-01,2013-03-06,8,1,8
SO53202,TI-T723,27249,2013-02-23,2013-03-02,2013-03-07,29,1,29
SO53352,TI-M602,18287,2013-02-26,2013-03-05,2013-03-10,30,1,30
SO53424,TT-M928,22019,2013-02-27,2013-03-06,2013-03-11,5,1,5
SO53648,PK-7098,15671,2013-02-28,2013-03-07,2013-03-12,2,1,2
SO53695,TT-R982,26411,2013-03-01,2013-03-08,2013-03-13,4,1,4
SO53761,BK-M68B-42,12114,2013-03-02,2013-03-09,2013-03-14,2295,1,2295
SO53788,TT-R982,16731,2013-03-03,2013-03-10,2013-03-15,4,1,4
SO53936,TI-R982,23714,2013-03-06,2013-03-13,2013-03-18,33,1,33
SO53975,HL-U509,12634,2013-03-06,2013-03-13,2013-03-18,35,1,35
SO54005,CA-1098,14694,2013-03-07,2013-03-14,2013-03-19,9,1,9
SO54048,TT-R982,19502,2013-03-08,2013-03-15,2013-03-20,4,1,4
SO54246,TT-R982,22686,2013-03-11,2013-03-18,2013-03-23,4,1,4
SO44683,BK-R93R-48,28799,2011-05-19,2011-05-26,2011-05-31,3578,1,3578
SO45137,BK-R93R-62,18735,2011-07-11,2011-07-18,2011-07-23,3578,1,3578
SO45252,BK-R93R-48,22877,2011-07-30,2011-08-06,2011-08-11,3578,1,3578
SO45957,BK-R93R-48,11809,2011-10-21,2011-10-28,2011-11-02,3578,1,3578
SO46214,BK-R93R-44,12072,2011-11-12,2011-11-19,2011-11-24,3578,1,3578
SO46495,BK-R93R-44,20989,2011-12-15,2011-12-22,2011-12-27,3578,1,3578
SO47123,BK-R89R-58,25408,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47227,BK-R89B-48,25288,2012-02-16,2012-02-23,2012-02-28,2182,1,2182
SO47858,BK-R64Y-42,19302,2012-04-17,2012-04-24,2012-04-29,1000,1,1000
SO47929,BK-R89R-44,29281,2012-04-25,2012-05-02,2012-05-07,2443,1,2443
SO48427,BK-R64Y-48,14289,2012-06-01,2012-06-08,2012-06-13,1000,1,1000
SO48475,BK-R89R-52,17214,2012-06-06,2012-06-13,2012-06-18,2443,1,2443
SO48842,BK-M68S-38,12463,2012-07-06,2012-07-13,2012-07-18,2071,1,2071
SO48915,BK-R50B-60,15481,2012-07-14,2012-07-21,2012-07-26,783,1,783
SO48954,BK-M68B-46,26724,2012-07-19,2012-07-26,2012-07-31,2049,1,2049
SO49026,BK-R89R-52,16549,2012-07-29,2012-08-05,2012-08-10,2443,1,2443
SO49036,BK-M68B-42,26731,2012-07-30,2012-08-06,2012-08-11,2049,1,2049
SO49410,BK-R89R-48,17184,2012-08-24,2012-08-31,2012-09-05,2443,1,2443
SO50137,BK-R50B-48,15865,2012-10-22,2012-10-29,2012-11-03,783,1,783
SO50812,BK-R50R-62,27498,2012-12-02,2012-12-09,2012-12-14,783,1,783
SO51182,LJ-0192-L,22998,2012-12-28,2013-01-04,2013-01-09,50,1,50
SO51228,WB-H098,11402,2012-12-31,2013-01-07,2013-01-12,5,1,5
SO51512,BK-M68S-38,11403,2013-01-18,2013-01-25,2013-01-30,2320,1,2320
SO51947,WB-H098,16781,2013-01-29,2013-02-05,2013-02-10,5,1,5
SO52248,FE-6654,14704,2013-02-04,2013-02-11,2013-02-16,22,1,22
SO52268,WB-H098,25752,2013-02-04,2013-02-11,2013-02-16,5,1,5
SO52274,BC-R205,24529,2013-02-04,2013-02-11,2013-02-16,9,1,9
SO52412,TI-R628,14231,2013-02-08,2013-02-15,2013-02-20,25,1,25
SO52664,BK-T44U-50,23164,2013-02-12,2013-02-19,2013-02-24,1215,1,1215
SO52670,HL-U509,18483,2013-02-13,2013-02-20,2013-02-25,35,1,35
SO52684,TI-R092,26480,2013-02-13,2013-02-20,2013-02-25,21,1,21
SO52752,TT-R982,19521,2013-02-14,2013-02-21,2013-02-26,4,1,4
SO52797,SJ-0194-M,12530,2013-02-15,2013-02-22,2013-02-27,54,1,54
SO52901,WB-H098,13206,2013-02-17,2013-02-24,2013-03-01,5,1,5
SO52944,HL-U509-R,16936,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52950,TI-M823,11832,2013-02-18,2013-02-25,2013-03-02,35,1,35
SO52960,WB-H098,21649,2013-02-18,2013-02-25,2013-03-02,5,1,5
SO53042,TI-M823,11277,2013-02-20,2013-02-27,2013-03-04,35,1,35
SO53047,BK-R79Y-48,16887,2013-02-20,2013-02-27,2013-03-04,1701,1,1701
SO53050,GL-H102-S,20199,2013-02-20,2013-02-27,2013-03-04,24,1,24
SO53195,FE-6654,14851,2013-02-23,2013-03-02,2013-03-07,22,1,22
SO53204,TI-M267,26506,2013-02-23,2013-03-02,2013-03-07,25,1,25
SO53206,BC-M005,21496,2013-02-23,2013-03-02,2013-03-07,10,1,10
SO53270,TI-R092,25529,2013-02-24,2013-03-03,2013-03-08,21,1,21
SO53322,CA-1098,27787,2013-02-25,2013-03-04,2013-03-09,9,1,9
SO53356,TT-R982,15806,2013-02-26,2013-03-05,2013-03-10,4,1,4
SO53427,PK-7098,17992,2013-02-27,2013-03-06,2013-03-11,2,1,2
SO53683,TI-T723,13756,2013-03-01,2013-03-08,2013-03-13,29,1,29
SO53817,PK-7098,17880,2013-03-03,2013-03-10,2013-03-15,2,1,2
SO53940,WB-H098,20636,2013-03-06,2013-03-13,2013-03-18,5,1,5
SO53947,TT-M928,14623,2013-03-06,2013-03-13,2013-03-18,5,1,5
SO54013,TT-T092,16050,2013-03-07,2013-03-14,2013-03-19,5,1,5
SO54018,TT-M928,14282,2013-03-07,2013-03-14,2013-03-19,5,1,5
SO54081,FE-6654,13213,2013-03-08,2013-03-15,2013-03-20,22,1,22
SO54097,HY-1023-70,11900,2013-03-08,2013-03-15,2013-03-20,55,1,55
SO54231,PK-7098,11634,2013-03-11,2013-03-18,2013-03-23,2,1,2
SO43708,BK-R50R-52,20042,2010-12-31,2011-01-07,2011-01-12,699,1,699
SO44215,BK-R93R-48,28180,2011-03-19,2011-03-26,2011-03-31,3578,1,3578
SO44413,BK-R93R-62,13606,2011-04-17,2011-04-24,2011-04-29,3578,1,3578
SO44618,BK-R93R-56,18205,2011-05-08,2011-05-15,2011-05-20,3578,1,3578
SO44857,BK-R93R-62,18484,2011-06-07,2011-06-14,2011-06-19,3578,1,3578
SO44960,BK-R93R-56,22373,2011-06-20,2011-06-27,2011-07-02,3578,1,3578
SO44982,BK-R93R-48,29132,2011-06-23,2011-06-30,2011-07-05,3578,1,3578
SO45440,BK-R93R-48,14198,2011-08-15,2011-08-22,2011-08-27,3578,1,3578
SO45830,BK-R93R-56,20151,2011-10-01,2011-10-08,2011-10-13,3578,1,3578
SO46159,BK-M82B-48,11996,2011-11-04,2011-11-11,2011-11-16,3375,1,3375
SO46696,BK-R89R-52,21166,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO46709,BK-R64Y-44,19172,2012-01-02,2012-01-09,2012-01-14,1000,1,1000
SO46749,BK-M68S-42,12350,2012-01-06,2012-01-13,2012-01-18,2071,1,2071
SO46772,BK-R89B-48,13161,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46862,BK-M68B-46,11550,2012-01-20,2012-01-27,2012-02-01,2049,1,2049
SO46909,BK-R89B-58,20998,2012-01-26,2012-02-02,2012-02-07,2182,1,2182
SO47094,BK-R89B-52,15664,2012-02-01,2012-02-08,2012-02-13,2182,1,2182
SO47180,BK-R89R-52,13287,2012-02-11,2012-02-18,2012-02-23,2443,1,2443
SO47851,BK-M68B-38,26331,2012-04-16,2012-04-23,2012-04-28,2049,1,2049
SO48469,BK-R89B-52,22961,2012-06-05,2012-06-12,2012-06-17,2182,1,2182
SO48513,BK-R50R-58,15417,2012-06-09,2012-06-16,2012-06-21,783,1,783
SO48546,BK-R89B-52,14960,2012-06-12,2012-06-19,2012-06-24,2182,1,2182
SO50177,BK-R50R-60,26795,2012-10-26,2012-11-02,2012-11-07,783,1,783
SO50333,BK-M68S-38,15580,2012-10-28,2012-11-04,2012-11-09,2071,1,2071
SO50468,BK-R50B-58,27346,2012-11-09,2012-11-16,2012-11-21,783,1,783
SO50527,BK-R89B-52,24377,2012-11-16,2012-11-23,2012-11-28,2182,1,2182
SO50935,BK-R50R-58,15980,2012-12-13,2012-12-20,2012-12-25,783,1,783
SO51226,TI-R982,22822,2012-12-31,2013-01-07,2013-01-12,33,1,33
SO51242,BK-R64Y-44,19225,2012-12-31,2013-01-07,2013-01-12,1120,1,1120
SO51255,BK-R64Y-42,23105,2013-01-01,2013-01-08,2013-01-13,1120,1,1120
SO51291,BK-M68B-46,11447,2013-01-04,2013-01-11,2013-01-16,2295,1,2295
SO51339,VE-C304-M,12462,2013-01-07,2013-01-14,2013-01-19,64,1,64
SO51349,PK-7098,23310,2013-01-07,2013-01-14,2013-01-19,2,1,2
SO51369,BK-T79U-46,24434,2013-01-08,2013-01-15,2013-01-20,2384,1,2384
SO51406,CA-1098,22613,2013-01-10,2013-01-17,2013-01-22,9,1,9
SO51501,BK-T44U-46,26862,2013-01-16,2013-01-23,2013-01-28,1215,1,1215
SO51560,HL-U509-R,19271,2013-01-20,2013-01-27,2013-02-01,35,1,35
SO51611,SJ-0194-S,18902,2013-01-23,2013-01-30,2013-02-04,54,1,54
SO51637,GL-H102-S,24102,2013-01-25,2013-02-01,2013-02-06,24,1,24
SO52061,HL-U509-B,20158,2013-01-31,2013-02-07,2013-02-12,35,1,35
SO52081,TT-R982,25045,2013-02-01,2013-02-08,2013-02-13,4,1,4
SO52156,BC-R205,16703,2013-02-03,2013-02-10,2013-02-15,9,1,9
SO52199,TI-T723,27323,2013-02-03,2013-02-10,2013-02-15,29,1,29
SO52253,TI-M602,24550,2013-02-04,2013-02-11,2013-02-16,30,1,30
SO52344,WB-H098,18569,2013-02-06,2013-02-13,2013-02-18,5,1,5
SO52357,TT-R982,20944,2013-02-06,2013-02-13,2013-02-18,4,1,4
SO52380,PK-7098,11200,2013-02-07,2013-02-14,2013-02-19,2,1,2
SO52391,WB-H098,17630,2013-02-07,2013-02-14,2013-02-19,5,1,5
SO52400,SO-R809-M,24523,2013-02-07,2013-02-14,2013-02-19,9,1,9
SO52439,WB-H098,22455,2013-02-08,2013-02-15,2013-02-20,5,1,5
SO52555,TT-T092,14814,2013-02-10,2013-02-17,2013-02-22,5,1,5
SO52577,BK-M68S-42,11346,2013-02-11,2013-02-18,2013-02-23,2320,1,2320
SO52601,WB-H098,23989,2013-02-11,2013-02-18,2013-02-23,5,1,5
SO52627,TT-M928,24930,2013-02-12,2013-02-19,2013-02-24,5,1,5
SO52725,TI-T723,12132,2013-02-13,2013-02-20,2013-02-25,29,1,29
SO52851,BK-M38S-46,13667,2013-02-16,2013-02-23,2013-02-28,769,1,769
SO52980,HL-U509-B,25102,2013-02-19,2013-02-26,2013-03-03,35,1,35
SO53060,WB-H098,26743,2013-02-20,2013-02-27,2013-03-04,5,1,5
SO53149,WB-H098,14328,2013-02-22,2013-03-01,2013-03-06,5,1,5
SO53175,WB-H098,20160,2013-02-22,2013-03-01,2013-03-06,5,1,5
SO53346,TI-R982,18485,2013-02-26,2013-03-05,2013-03-10,33,1,33
SO53361,TT-R982,29347,2013-02-26,2013-03-05,2013-03-10,4,1,4
SO53374,TT-M928,19726,2013-02-26,2013-03-05,2013-03-10,5,1,5
SO53446,CA-1098,21610,2013-02-27,2013-03-06,2013-03-11,9,1,9
SO53635,TT-M928,17026,2013-02-28,2013-03-07,2013-03-12,5,1,5
SO53686,BC-M005,14632,2013-03-01,2013-03-08,2013-03-13,10,1,10
SO53725,SO-R809-L,26139,2013-03-02,2013-03-09,2013-03-14,9,1,9
SO53938,PK-7098,22242,2013-03-06,2013-03-13,2013-03-18,2,1,2
SO53991,SJ-0194-S,11681,2013-03-07,2013-03-14,2013-03-19,54,1,54
SO54115,TT-T092,27202,2013-03-09,2013-03-16,2013-03-21,5,1,5
SO54171,HL-U509-R,13416,2013-03-10,2013-03-17,2013-03-22,35,1,35
SO54240,FE-6654,11767,2013-03-11,2013-03-18,2013-03-23,22,1,22
SO54269,PK-7098,11505,2013-03-12,2013-03-19,2013-03-24,2,1,2
SO44141,BK-R93R-52,13572,2011-03-02,2011-03-09,2011-03-14,3578,1,3578
SO44254,BK-R93R-56,28142,2011-03-26,2011-04-02,2011-04-07,3578,1,3578
SO44370,BK-R93R-52,18193,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44371,BK-R93R-44,17514,2011-04-09,2011-04-16,2011-04-21,3578,1,3578
SO44631,BK-R93R-62,28629,2011-05-11,2011-05-18,2011-05-23,3578,1,3578
SO44917,BK-R93R-62,13842,2011-06-15,2011-06-22,2011-06-27,3578,1,3578
SO45032,BK-R93R-44,14139,2011-06-30,2011-07-07,2011-07-12,3578,1,3578
SO45249,BK-R93R-62,14928,2011-07-30,2011-08-06,2011-08-11,3578,1,3578
SO46279,BK-R93R-48,12155,2011-11-21,2011-11-28,2011-12-03,3578,1,3578
SO46286,BK-R50B-44,18175,2011-11-22,2011-11-29,2011-12-04,699,1,699
SO46528,BK-R93R-44,15063,2011-12-19,2011-12-26,2011-12-31,3578,1,3578
SO47348,BK-R50R-52,26028,2012-02-28,2012-03-06,2012-03-11,783,1,783
SO47925,BK-R64Y-42,24900,2012-04-24,2012-05-01,2012-05-06,1000,1,1000
SO48227,BK-R89R-44,14813,2012-05-23,2012-05-30,2012-06-04,2443,1,2443
SO48256,BK-R64Y-42,14240,2012-05-26,2012-06-02,2012-06-07,1000,1,1000
SO48428,BK-R89R-58,13733,2012-06-01,2012-06-08,2012-06-13,2182,1,2182
SO48532,BK-M68B-46,13112,2012-06-10,2012-06-17,2012-06-22,2049,1,2049
SO48543,BK-R64Y-44,24918,2012-06-11,2012-06-18,2012-06-23,1000,1,1000
SO48657,BK-R89B-44,15067,2012-06-22,2012-06-29,2012-07-04,2182,1,2182
SO49820,BK-R89R-58,23999,2012-09-27,2012-10-04,2012-10-09,2182,1,2182
SO50094,BK-M68S-38,15184,2012-10-17,2012-10-24,2012-10-29,2071,1,2071
SO50762,BK-R89B-52,17963,2012-11-28,2012-12-05,2012-12-10,2182,1,2182
SO50880,BK-R89B-58,24467,2012-12-08,2012-12-15,2012-12-20,2182,1,2182
SO51000,BK-R50B-52,27470,2012-12-19,2012-12-26,2012-12-31,783,1,783
SO51243,TI-R092,25609,2012-12-31,2013-01-07,2013-01-12,21,1,21
SO51386,SJ-0194-L,11072,2013-01-09,2013-01-16,2013-01-21,54,1,54
SO51423,TT-T092,29042,2013-01-11,2013-01-18,2013-01-23,5,1,5
SO51992,SH-W890-M,18987,2013-01-30,2013-02-06,2013-02-11,70,1,70
SO52053,TI-M823,11723,2013-01-31,2013-02-07,2013-02-12,35,1,35
SO52079,TT-R982,24486,2013-02-01,2013-02-08,2013-02-13,4,1,4
SO52082,TT-M928,23831,2013-02-01,2013-02-08,2013-02-13,5,1,5
SO52087,CA-1098,19713,2013-02-01,2013-02-08,2013-02-13,9,1,9
SO52340,TI-M267,25849,2013-02-06,2013-02-13,2013-02-18,25,1,25
SO52479,BK-M18S-42,22620,2013-02-09,2013-02-16,2013-02-21,565,1,565
SO52607,HL-U509-R,16958,2013-02-11,2013-02-18,2013-02-23,35,1,35
SO52777,BK-T18Y-58,28107,2013-02-14,2013-02-21,2013-02-26,742,1,742
SO52903,WB-H098,16802,2013-02-17,2013-02-24,2013-03-01,5,1,5
SO52946,SH-W890-S,28542,2013-02-18,2013-02-25,2013-03-02,70,1,70
SO53070,TI-R628,14516,2013-02-21,2013-02-28,2013-03-05,25,1,25
SO53082,WB-H098,19440,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53089,TT-T092,11200,2013-02-21,2013-02-28,2013-03-05,5,1,5
SO53089,GL-H102-S,11200,2013-02-21,2013-02-28,2013-03-05,24,1,24
SO53179,BK-R19B-58,21608,2013-02-22,2013-03-01,2013-03-06,540,1,540
SO53280,BK-M68B-42,11274,2013-02-24,2013-03-03,2013-03-08,2295,1,2295
SO53319,PK-7098,12864,2013-02-25,2013-03-04,2013-03-09,2,1,2
SO53780,BC-M005,28939,2013-03-03,2013-03-10,2013-03-15,10,1,10
SO53835,HY-1023-70,11300,2013-03-04,2013-03-11,2013-03-16,55,1,55
SO53865,BK-M68S-38,11768,2013-03-04,2013-03-11,2013-03-16,2320,1,2320
SO53959,TI-M823,12073,2013-03-06,2013-03-13,2013-03-18,35,1,35
SO54003,HL-U509-B,15487,2013-03-07,2013-03-14,2013-03-19,35,1,35
SO54185,HL-U509-B,23524,2013-03-11,2013-03-18,2013-03-23,35,1,35
SO54266,BC-M005,13555,2013-03-12,2013-03-19,2013-03-24,10,1,10
SO43951,BK-R93R-44,16696,2011-02-04,2011-02-11,2011-02-16,3578,1,3578
SO43995,BK-R93R-48,21813,2011-02-15,2011-02-22,2011-02-27,3578,1,3578
SO44697,BK-R93R-62,18219,2011-05-22,2011-05-29,2011-06-03,3578,1,3578
SO44925,BK-R93R-52,18493,2011-06-16,2011-06-23,2011-06-28,3578,1,3578
SO45347,BK-R50B-52,14733,2011-08-01,2011-08-08,2011-08-13,699,1,699
SO45698,BK-R50R-44,14747,2011-09-15,2011-09-22,2011-09-27,699,1,699
SO45841,BK-R93R-44,12804,2011-10-03,2011-10-10,2011-10-15,3578,1,3578
SO45939,BK-R50B-60,14757,2011-10-18,2011-10-25,2011-10-30,699,1,699
SO45991,BK-M82B-48,11976,2011-10-25,2011-11-01,2011-11-06,3375,1,3375
SO46017,BK-R93R-56,11886,2011-10-28,2011-11-04,2011-11-09,3578,1,3578
SO47280,BK-M68S-38,11615,2012-02-22,2012-02-29,2012-03-05,2071,1,2071
SO48110,BK-R89R-58,16307,2012-05-04,2012-05-11,2012-05-16,2182,1,2182
SO48220,BK-R89B-48,22409,2012-05-21,2012-05-28,2012-06-02,2182,1,2182
SO48258,BK-R50R-62,19287,2012-05-26,2012-06-02,2012-06-07,783,1,783
SO49243,BK-M68B-38,27074,2012-08-06,2012-08-13,2012-08-18,2049,1,2049
SO49736,BK-R50R-52,15555,2012-09-16,2012-09-23,2012-09-28,783,1,783
SO49981,BK-M68B-46,15032,2012-10-06,2012-10-13,2012-10-18,2049,1,2049
SO50028,BK-R89B-58,24273,2012-10-10,2012-10-17,2012-10-22,2182,1,2182
SO50145,BK-R64Y-44,19283,2012-10-23,2012-10-30,2012-11-04,1000,1,1000
SO51250,BC-R205,19360,2013-01-01,2013-01-08,2013-01-13,9,1,9
SO51277,BK-M68B-46,11278,2013-01-03,2013-01-10,2013-01-15,2295,1,2295
SO51605,TT-R982,21056,2013-01-23,2013-01-30,2013-02-04,4,1,4
SO51664,TI-M602,13742,2013-01-26,2013-02-02,2013-02-07,30,1,30
SO51675,BK-M18B-44,15548,2013-01-27,2013-02-03,2013-02-08,540,1,540
SO51680,BK-T18U-44,12281,2013-01-27,2013-02-03,2013-02-08,742,1,742
SO51994,FE-6654,16334,2013-01-30,2013-02-06,2013-02-11,22,1,22
SO52011,BK-M68S-38,12053,2013-01-30,2013-02-06,2013-02-11,2320,1,2320
SO52233,TI-M602,23452,2013-02-04,2013-02-11,2013-02-16,30,1,30
SO52270,BK-M18S-40,11947,2013-02-04,2013-02-11,2013-02-16,565,1,565
